halljo02:Hall,Jordan
diabamo01:Diabaté,Moussa
murrake02:Murray,Keegan
cainja01:Cain,Jamal
barlodo01:Barlow,Dominick
butlejo01:Butler,John
washity02:Washington,TyTy
lawsoaj01:Lawson,A.J.
robinor01:Robinson,Orlando
elliske01:Ellis,Keon
champju02:Champagnie,Julian
fostemi02:Foster,Michael
daysda01:Days,Darius
badjiib01:Badji,Ibou
